epoch,train_loss,train_acc,val_loss,val_acc
1,0.26971852547451375,0.9174717927792433,0.13404431399930553,0.9591574367088608
2,0.109636419518257,0.9667177505330491,0.10133943339526842,0.9672666139240507
3,0.07924741419401568,0.9754353234254475,0.09611071763255138,0.9695411392405063
4,0.06318335560684614,0.9794720593037636,0.07685393666483084,0.9757713607594937
5,0.05010840171840844,0.9834421641791045,0.0837492012622165,0.9737935126582279
